idx,pattern,mean_loss,std_loss
215,stable,0.03033668,0.05693822
216,stable,0.03467215,0.07077618
217,stable,0.033213966,0.045816228
218,stable,0.045681417,0.023449374
219,stable,0.040505257,0.030738292
220,rising,0.07075313,0.17057139
221,rising,0.06306859,0.16774102
222,rising,0.05709889,0.022938007
223,rising,0.053766366,0.020078523
224,rising,0.05278866,0.023188593
225,rising,0.073275335,0.10216266
226,rising,0.058172595,0.0117684575
227,stable,0.06475571,0.018434322
228,stable,0.06855748,0.0569711
229,stable,0.04057412,0.011635318
230,stable,0.04442317,0.018757416
231,stable,0.043989904,0.021390041
232,falling,0.04351508,0.01862977
233,falling,0.040984727,0.013789007
234,falling,0.054997776,0.022490155
235,falling,0.05716322,0.049319204
236,falling,0.055285636,0.0263275
237,falling,0.045833535,0.0148538025
238,falling,0.04394222,0.012725008
239,stable,0.092722274,0.17238784
240,stable,0.054057173,0.012828892
241,stable,0.08338164,0.12874186
242,stable,0.07647026,0.014084419
243,stable,0.07522702,0.013332318
244,rising,0.073699325,0.013417998
245,rising,0.08594789,0.022726404
246,rising,0.04943431,0.016422719
247,rising,0.06511467,0.05418162
248,rising,0.05217136,0.012783292
249,rising,0.065259956,0.06141064
250,stable,0.054848243,0.012084332
251,stable,0.04018057,0.013481817
252,stable,0.037535846,0.0054258355
253,stable,0.06118114,0.0822914
254,stable,0.030975902,0.04251594
255,stable,0.027444325,0.014436007
256,falling,0.043660387,0.10092415
257,falling,0.038402535,0.0858868
258,falling,0.030633183,0.02893993
259,falling,0.046793964,0.108556055
260,falling,0.051936995,0.13197984
261,falling,0.04918007,0.12458014
262,stable,0.028368799,0.014636527
263,stable,0.032279387,0.012346766
264,stable,0.026359636,0.006694007
265,stable,0.04162952,0.0214734
266,stable,0.059446864,0.15653817
267,stable,0.06782417,0.1266064
268,rising,0.06780077,0.14789441
269,rising,0.05923016,0.05162269
270,rising,0.052125897,0.008994374
271,rising,0.054246787,0.01449302
272,rising,0.058544304,0.05232493
273,rising,0.05628964,0.014482874
274,stable,0.06889769,0.011543911
275,stable,0.07637523,0.023655457
276,stable,0.10385343,0.028729279
277,stable,0.13317452,0.02866138
