epoch,pattern,n,train_loss_mean,train_loss_std,val_loss,grad_norm
6,spike,667,0.3281450867652893,0.5660189986228943,0.22850939631462097,0.6320220232009888
7,stable,6681,0.15493130683898926,0.48709309101104736,0.13930641114711761,0.26405614614486694
7,rising,3195,0.17028672993183136,0.5640546083450317,0.11114587634801865,0.0814705416560173
7,falling,3415,0.18099600076675415,0.5457732081413269,0.13586609065532684,0.2731304168701172
7,spike,667,0.3182719349861145,0.5847795605659485,0.21039003133773804,0.3463439345359802
8,stable,6681,0.15109337866306305,0.4826946556568146,0.14082685112953186,0.2819710969924927
8,rising,3195,0.1672087013721466,0.5640661716461182,0.11141873151063919,0.42881283164024353
8,falling,3415,0.17523501813411713,0.546033501625061,0.14056353271007538,0.6174339652061462
8,spike,667,0.29733970761299133,0.5641324520111084,0.20060594379901886,0.27718445658683777
9,stable,6681,0.15052706003189087,0.4825361967086792,0.1372164785861969,0.293516606092453
9,rising,3195,0.16764861345291138,0.5707485675811768,0.10923892259597778,0.11620601266622543
9,falling,3415,0.17249558866024017,0.546840488910675,0.13160742819309235,0.30364200472831726
9,spike,667,0.2759740352630615,0.5428371429443359,0.1811981350183487,0.4008587896823883
10,stable,6681,0.14850513637065887,0.48186373710632324,0.13646072149276733,0.3015364408493042
10,rising,3195,0.16512656211853027,0.564375638961792,0.10957856476306915,0.261246919631958
10,falling,3415,0.17122550308704376,0.549977719783783,0.13307662308216095,0.8299687504768372
10,spike,667,0.2600327432155609,0.5396407842636108,0.168949156999588,0.4590606391429901
11,stable,6681,0.1473589688539505,0.48123612999916077,0.13540492951869965,0.18418440222740173
11,rising,3195,0.16364726424217224,0.5653933882713318,0.10975679755210876,0.1918145716190338
11,falling,3415,0.17028751969337463,0.5494475364685059,0.13044048845767975,0.3633323311805725
11,spike,667,0.2421872317790985,0.5237114429473877,0.16032879054546356,0.310031920671463
12,stable,6681,0.14756564795970917,0.47909003496170044,0.15231341123580933,0.9304080605506897
12,rising,3195,0.16474545001983643,0.5608577728271484,0.12955491244792938,1.3762381076812744
12,falling,3415,0.1705135554075241,0.5437048673629761,0.1577557921409607,1.9871727228164673
12,spike,667,0.23504917323589325,0.5275008678436279,0.16923481225967407,1.183127760887146
13,stable,6681,0.14808523654937744,0.47853320837020874,0.14188212156295776,0.4128001034259796
13,rising,3195,0.1654893159866333,0.5601359605789185,0.11199498921632767,0.6119823455810547
13,falling,3415,0.17102354764938354,0.5462037324905396,0.14556412398815155,1.0267221927642822
13,spike,667,0.22846588492393494,0.5331340432167053,0.1761668622493744,0.5961401462554932
14,stable,6681,0.14700837433338165,0.47791001200675964,0.15296171605587006,0.9499428272247314
14,rising,3195,0.16307932138442993,0.5641732215881348,0.11288239806890488,0.8271089792251587
14,falling,3415,0.16995693743228912,0.5488399863243103,0.19803619384765625,2.3310532569885254
14,spike,667,0.21855825185775757,0.5136026740074158,0.1997046172618866,1.3857327699661255
15,stable,6681,0.14959509670734406,0.47877952456474304,0.13761034607887268,0.3224480152130127
15,rising,3195,0.16589774191379547,0.5608252882957458,0.11527351289987564,0.9041011929512024
15,falling,3415,0.17343513667583466,0.5362993478775024,0.13085870444774628,0.30291518568992615
15,spike,667,0.22396084666252136,0.5309373140335083,0.15720055997371674,0.3567756712436676
16,stable,6681,0.14605650305747986,0.47737792134284973,0.13383126258850098,0.15506216883659363
16,rising,3195,0.16387510299682617,0.5607720613479614,0.10812243819236755,0.3534453213214874
16,falling,3415,0.16734395921230316,0.5415921211242676,0.12893323600292206,0.12148838490247726
16,spike,667,0.20786961913108826,0.5029923915863037,0.15011242032051086,0.34149932861328125
17,stable,6681,0.14509505033493042,0.47586360573768616,0.1341007649898529,0.14289771020412445
17,rising,3195,0.16220605373382568,0.55999356508255,0.10677552968263626,0.1368865817785263
17,falling,3415,0.1666044443845749,0.5410290360450745,0.1288992017507553,0.27782294154167175
17,spike,667,0.205593541264534,0.5044211149215698,0.14331308007240295,0.23060108721256256
18,stable,6681,0.1460382491350174,0.4773452877998352,0.13571015000343323,0.24779121577739716
18,rising,3195,0.16324318945407867,0.5634271502494812,0.11063091456890106,0.5053113102912903
18,falling,3415,0.1674295961856842,0.5425999164581299,0.1292513757944107,0.13273034989833832
18,spike,667,0.20179595053195953,0.5100322961807251,0.13861443102359772,0.2600128948688507
19,stable,6681,0.14510813355445862,0.4771336317062378,0.14093619585037231,0.5317586660385132
19,rising,3195,0.16132752597332,0.5579296350479126,0.11321339756250381,0.700816810131073
19,falling,3415,0.16586025059223175,0.5396567583084106,0.14218491315841675,1.314186692237854
19,spike,667,0.19916613399982452,0.5058280825614929,0.14997978508472443,0.6405470967292786
20,stable,6681,0.14603307843208313,0.47718849778175354,0.13434642553329468,0.17398837208747864
20,rising,3195,0.1626945436000824,0.5587502717971802,0.10920900106430054,0.27392902970314026
20,falling,3415,0.16779227554798126,0.5387240648269653,0.13505806028842926,0.5625468492507935
20,spike,667,0.199364572763443,0.5108546614646912,0.13836796581745148,0.40238291025161743
21,stable,6681,0.14498235285282135,0.4754877984523773,0.14235758781433105,0.6008004546165466
21,rising,3195,0.16221141815185547,0.561002790927887,0.12289325147867203,1.1059646606445312
21,falling,3415,0.1654120683670044,0.5388076901435852,0.1361880600452423,0.9603008031845093
21,spike,667,0.1940358430147171,0.5067915320396423,0.15873348712921143,0.6425729393959045
22,stable,6681,0.1460406333208084,0.477301687002182,0.13371247053146362,0.10355447977781296
22,rising,3195,0.1628786325454712,0.5578377842903137,0.10615803301334381,0.10818655043840408
22,falling,3415,0.1666535884141922,0.5412828326225281,0.12954117357730865,0.2508155107498169
22,spike,667,0.1929439753293991,0.4993337392807007,0.13998913764953613,0.1395789086818695
23,stable,6681,0.14466416835784912,0.4762710630893707,0.13578593730926514,0.22227656841278076
23,rising,3195,0.1604575514793396,0.559709370136261,0.11013813316822052,0.5461510419845581
23,falling,3415,0.16471795737743378,0.5368820428848267,0.13417872786521912,0.5300796627998352
23,spike,667,0.18930883705615997,0.49095630645751953,0.15508641302585602,0.2883451282978058
24,stable,6681,0.1443350911140442,0.4750468134880066,0.13579440116882324,0.30582574009895325
24,rising,3195,0.1602584719657898,0.5569602251052856,0.10818485170602798,0.16182906925678253
24,falling,3415,0.1646399050951004,0.5384389758110046,0.1316991150379181,0.6735804677009583
24,spike,667,0.1880052387714386,0.4881722927093506,0.13455714285373688,0.423878937959671
25,stable,6681,0.14448384940624237,0.4740695357322693,0.13371862471103668,0.20668786764144897
25,rising,3195,0.1608497053384781,0.5553591847419739,0.10761206597089767,0.30849772691726685
25,falling,3415,0.16477075219154358,0.5346150398254395,0.1297021359205246,0.29477566480636597
25,spike,667,0.18460968136787415,0.48885950446128845,0.13495555520057678,0.30728062987327576
26,stable,6681,0.14393360912799835,0.4746358394622803,0.13628824055194855,0.21452097594738007
26,rising,3195,0.16010653972625732,0.5588807463645935,0.11013967543840408,0.2926563024520874
26,falling,3415,0.16430702805519104,0.5359474420547485,0.1319396197795868,0.15331394970417023
26,spike,667,0.18555285036563873,0.4886743426322937,0.1336543709039688,0.3548085689544678
27,stable,6681,0.1439264416694641,0.47335827350616455,0.13489972054958344,0.2418273240327835
27,rising,3195,0.15934476256370544,0.5552406907081604,0.10636603832244873,0.11512291431427002
27,falling,3415,0.1638203263282776,0.5321676135063171,0.13083206117153168,0.6284768581390381
27,spike,667,0.18314997851848602,0.4880029559135437,0.140045166015625,0.3217604160308838
28,stable,6681,0.14441262185573578,0.4744938910007477,0.136555477976799,0.4052855372428894
28,rising,3195,0.16127823293209076,0.5551654696464539,0.11372826993465424,0.729743480682373
28,falling,3415,0.16384556889533997,0.5347747206687927,0.13520194590091705,0.49589356780052185
28,spike,667,0.18241365253925323,0.47833529114723206,0.13126997649669647,0.512610673904419
29,stable,6681,0.14377206563949585,0.4735139310359955,0.13490761816501617,0.09303005039691925
29,rising,3195,0.16048230230808258,0.5574217438697815,0.10919338464736938,0.27343595027923584
29,falling,3415,0.163498193025589,0.5319885015487671,0.128996342420578,0.12046179175376892
29,spike,667,0.18017134070396423,0.4799598455429077,0.13956674933433533,0.13212887942790985
30,stable,6681,0.14391683042049408,0.47057124972343445,0.13570594787597656,0.26847928762435913
30,rising,3195,0.15911127626895905,0.5573111176490784,0.10839778184890747,0.23079368472099304
30,falling,3415,0.163269504904747,0.5332592725753784,0.13301494717597961,0.756921648979187
30,spike,667,0.18137450516223907,0.4738267958164215,0.13633283972740173,0.3973133862018585
