idx,pattern,mean_loss,std_loss
246,rising,0.044808075,0.032440726
247,rising,0.045163564,0.006655261
248,rising,0.057348132,0.039543733
249,rising,0.058668137,0.012746032
250,stable,0.06418286,0.059516005
251,stable,0.06126126,0.111525886
252,stable,0.041333377,0.011205922
253,stable,0.06445716,0.027227757
254,stable,0.027392443,0.010750027
255,stable,0.048019104,0.11381351
256,falling,0.024519034,0.0074498304
257,falling,0.025385695,0.009971392
258,falling,0.02392723,0.00725537
259,falling,0.023706723,0.0047890535
260,falling,0.03303023,0.0076620406
261,falling,0.052694183,0.088102974
262,stable,0.041538265,0.022363
263,stable,0.051250614,0.08821103
264,stable,0.034529243,0.040373467
265,stable,0.06428108,0.10812306
266,stable,0.02860883,0.0054687974
267,stable,0.0459492,0.008747757
268,rising,0.048549183,0.039573528
269,rising,0.054514546,0.024888674
270,rising,0.04638205,0.011357074
271,rising,0.056439377,0.015031363
272,rising,0.047729418,0.023881523
273,rising,0.05638046,0.013230477
274,stable,0.121955656,0.27705607
275,stable,0.0827312,0.014812333
276,stable,0.122287646,0.13497797
277,stable,0.14234334,0.032866158
278,stable,0.13460965,0.032149848
279,falling,0.095962845,0.031963
280,falling,0.1042032,0.026908463
281,falling,0.13151315,0.06701941
282,falling,0.10779934,0.02754358
283,falling,0.12837195,0.03990309
284,falling,0.11559108,0.028628299
285,falling,0.07513693,0.03320185
286,falling,0.070318334,0.016180394
287,stable,0.07865985,0.035864778
288,stable,0.0886082,0.091105305
289,stable,0.08939211,0.02401984
290,stable,0.07267625,0.013039224
291,stable,0.08872973,0.04987896
292,rising,0.08074133,0.02021584
293,rising,0.090193085,0.09037225
294,rising,0.07195477,0.02257372
295,rising,0.05502175,0.013005279
296,rising,0.046897374,0.009639884
297,rising,0.06451977,0.04206738
298,stable,0.039389476,0.0301431
299,stable,0.0405264,0.019344876
300,stable,0.09484394,0.29996106
301,stable,0.07784877,0.18704374
302,stable,0.040222943,0.015140503
303,stable,0.056878038,0.12016309
304,stable,0.04551967,0.016186116
305,falling,0.034228265,0.025866564
306,falling,0.027335204,0.0134921605
307,falling,0.052928865,0.019423489
308,falling,0.05882729,0.021055771
309,stable,0.07192739,0.021971812
310,stable,0.056557752,0.0144239245
311,stable,0.042146977,0.015904432
312,stable,0.041182723,0.012218677
313,stable,0.06576826,0.14266221
314,stable,0.03835666,0.007734635
315,stable,0.04855436,0.042724553
316,rising,0.03086555,0.02043004
317,rising,0.036314,0.015721269
318,rising,0.080618754,0.020180961
319,rising,0.047484946,0.0115277
320,rising,0.04958913,0.007362371
321,rising,0.053592075,0.030394476
322,rising,0.052940454,0.010698118
323,stable,0.06080021,0.015765913
324,stable,0.11310478,0.1261072
325,stable,0.0933803,0.017270384
